Source,Site,Lat,Long,Sample Start Year,Sample End Year,Currently Sampling?,Notes
DERM,AC01,25.90034,-80.14333,2015,2021,Y,
DERM,AC03,25.90155,-80.16286,2015,2021,Y,
DERM,AC06,25.90653,-80.16383,2015,2021,Y,
DERM,AR03,25.28751,-80.44191,2015,2021,Y,
DERM,BB02,25.94488,-80.12777,2015,2021,Y,
DERM,BB04,25.91768,-80.12577,2015,2021,Y,
DERM,BB05A,25.90134,-80.14173,2015,2021,Y,
DERM,BB08,25.86421,-80.17082,2018,2021,Y,
DERM,BB09,25.87138,-80.15507,2015,2021,Y,
DERM,BB10,25.86958,-80.14387,2018,2021,Y,
DERM,BB11,25.84648,-80.16697,2015,2021,Y,
DERM,BB14,25.83008,-80.15857,2015,2021,Y,
DERM,BB15A,25.81522,-80.17550,2018,2021,Y,
DERM,BB17,25.80268,-80.16597,2015,2021,Y,
DERM,BB18,25.78702,-80.16360,2018,2021,Y,
DERM,BB22,25.75628,-80.17427,2015,2021,Y,
DERM,BB24,25.76658,-80.14057,2015,2021,Y,
DERM,BB26,25.74778,-80.18507,2019,2021,Y,
DERM,BB28,25.72918,-80.16027,2020,2021,Y,
DERM,BB31,25.69378,-80.20757,2015,2021,Y,
DERM,BB32,25.68568,-80.18357,2020,2021,Y,
DERM,BB34,25.65149,-80.25908,2015,2021,Y,
DERM,BB37,25.57069,-80.19177,2015,2021,Y,
DERM,BB38,25.51969,-80.23938,2015,2021,Y,
DERM,BB39A,25.52644,-80.30706,2015,2021,Y,
DERM,BB41,25.47269,-80.28448,2015,2021,Y,
DERM,BB47,25.33680,-80.32008,2015,2021,Y,
DERM,BB48,25.30874,-80.34910,2018,2021,Y,
DERM,BB50,25.22990,-80.37678,2015,2021,Y,
DERM,BB51,25.25150,-80.41408,2015,2021,Y,
DERM,BB52,25.56461,-80.30485,2015,2021,Y,
DERM,BB53,25.50249,-80.33229,2015,2021,Y,
DERM,BBKB1,25.69801,-80.17428,2020,2021,Y,
DERM,BBMB1,25.78146,-80.14577,2017,2021,Y,
DERM,BBMB2,25.80345,-80.14515,2018,2021,Y,
DERM,BBMB3,25.82609,-80.13383,2018,2021,Y,
DERM,BBMB4,25.84652,-80.12764,2021,2021,Y,
DERM,BISC101,25.47872,-80.32061,2015,2021,Y,
DERM,BISC121,25.35540,-80.29144,2015,2021,Y,
DERM,BISC122,25.41373,-80.29478,2015,2021,Y,
DERM,BISC127,25.63039,-80.24978,2015,2021,Y,
DERM,BL01,25.53589,-80.32538,2015,2021,Y,
DERM,BL02,25.54119,-80.32848,2015,2021,Y,
DERM,BL03,25.54883,-80.34763,2015,2021,Y,
DERM,BL06,25.59643,-80.41304,2018,2021,Y,
DERM,BL12,25.66096,-80.48042,2015,2021,Y,
DERM,BS01,25.87173,-80.16474,2015,2021,Y,
DERM,BS04,25.87378,-80.18174,2015,2021,Y,
DERM,BS10,25.91849,-80.32473,2015,2021,Y,
DERM,BS11,25.92788,-80.35813,2018,2021,Y,
DERM,CD01A,25.61047,-80.30354,2015,2021,Y,
DERM,CD02,25.61060,-80.31013,2015,2021,Y,
DERM,CD05,25.62373,-80.34327,2015,2021,Y,
DERM,CD09,25.66543,-80.40849,2015,2021,Y,
DERM,CG01,25.70368,-80.24638,2015,2021,Y,
DERM,CG02A,25.71206,-80.27937,2020,2021,Y,
DERM,CG07,25.74111,-80.31065,2015,2021,Y,
DERM,CM02,25.78347,-80.24023,2015,2021,Y,
DERM,FC03,25.44821,-80.36724,2015,2021,Y,
DERM,FC16,25.44790,-80.46874,2020,2020,N,
DERM,GL02,25.53738,-80.33261,2015,2021,Y,
DERM,GL03,25.53709,-80.34374,2015,2021,Y,
DERM,L31E1,25.49152,-80.34708,2015,2021,Y,
DERM,LR01,25.84471,-80.17356,2015,2021,Y,
DERM,LR05,25.87149,-80.23404,2015,2021,Y,
DERM,LR06,25.85353,-80.19291,2015,2021,Y,
DERM,LR08,25.87036,-80.29064,2015,2021,Y,
DERM,LR10,25.86945,-80.33877,2015,2021,Y,
DERM,MI01,25.48961,-80.33826,2015,2021,Y,
DERM,MI02,25.48951,-80.34705,2015,2021,Y,
DERM,MI03,25.48930,-80.36349,2015,2021,Y,
DERM,MR01,25.77035,-80.18726,2015,2021,Y,
DERM,MR03,25.77872,-80.20724,2015,2021,Y,
DERM,MR05,25.78645,-80.22668,2015,2021,Y,
DERM,MR07,25.80728,-80.26018,2015,2021,Y,
DERM,MR08,25.81021,-80.26413,2015,2021,Y,
DERM,MR15,25.89582,-80.37946,2015,2021,Y,
DERM,MW01,25.47032,-80.34028,2015,2021,Y,
DERM,MW04,25.47120,-80.37944,2015,2021,Y,
DERM,MW05,25.52140,-80.44334,2015,2021,Y,
DERM,MW13,25.51707,-80.54264,2015,2021,Y,
DERM,NO07A,25.46293,-80.40386,2015,2021,Y,
DERM,OL03,25.96374,-80.15013,2015,2021,Y,
DERM,PR01,25.51919,-80.33110,2015,2021,Y,
DERM,PR03,25.51953,-80.36384,2015,2021,Y,
DERM,PR04A,25.53676,-80.38939,2015,2021,Y,
DERM,PR08,25.58709,-80.51081,2015,2021,Y,
DERM,SK01,25.92913,-80.15088,2015,2021,Y,
DERM,SK02,25.92903,-80.15262,2015,2021,Y,
DERM,SK05,25.95970,-80.20594,2018,2021,Y,
DERM,SK09,25.96424,-80.31059,2015,2021,Y,
DERM,SK10,25.95685,-80.43061,2018,2021,Y,
DERM,SP01,25.65789,-80.26832,2015,2021,Y,
DERM,SP04,25.67374,-80.28406,2015,2021,Y,
DERM,SP08,25.71508,-80.38297,2015,2021,Y,
DERM,TM02,25.79436,-80.25602,2015,2021,Y,
DERM,TM03A,25.79388,-80.26235,2015,2021,Y,
DERM,TM05,25.76351,-80.31912,2015,2021,Y,
DERM,TM08,25.76131,-80.48112,2015,2021,Y,
DERM,WC02,25.78375,-80.20970,2015,2021,Y,
DERM,WC03,25.78750,-80.21467,2015,2021,Y,
DERM,WC04,25.79461,-80.22166,2015,2021,Y,
DEP ECA,STL161,27.16531,-80.16313,2016,2021,Y,
DEP ECA,STL162,27.16252,-80.14866,2016,2021,Y,
DEP ECA,STL163,27.16703,-80.14412,2016,2021,Y,
DEP ECA,STL164,27.17117,-80.15104,2016,2021,Y,
DEP ECA,STL165,27.17298,-80.14978,2016,2021,Y,
DEP ECA,STL166,27.16066,-80.14328,2016,2021,Y,
DEP ECA,STL167,27.09932,-80.12447,2016,2021,Y,
DEP ECA,STL168,27.12218,-80.12798,2016,2021,Y,
DEP ECA,STL169,27.15402,-80.14882,2016,2021,Y,
DEP ECA,STL170,27.13447,-80.13192,2016,2021,Y,
DEP ECA,STL171,27.15983,-80.14485,2016,2021,Y,
DEP ECA,STL172,27.12525,-80.12983,2016,2021,Y,
DEP ECA,JUP120,26.94380,-80.06911,2016,2021,Y,
DEP ECA,JUP121,26.94831,-80.06911,2016,2021,Y,
DEP ECA,JUP122,26.93929,-80.06911,2016,2021,Y,
DEP ECA,JUP123,26.94380,-80.06407,2016,2021,Y,
DEP ECA,JUP124,26.99485,-80.06685,2016,2021,Y,
DEP ECA,JUP125,27.00192,-80.06595,2016,2021,Y,
DEP ECA,JUP126,27.01158,-80.06780,2016,2021,Y,
DEP ECA,JUP127,27.01775,-80.07292,2016,2021,Y,
DEP ECA,JUP128,27.02357,-80.06655,2016,2021,Y,
DEP ECA,JUP129,27.01597,-80.06595,2016,2021,Y,
DEP ECA,ILW110,26.77245,-80.03038,2016,2021,Y,
DEP ECA,ILW111,26.77696,-80.03038,2016,2021,Y,
DEP ECA,ILW112,26.76794,-80.03038,2016,2021,Y,
DEP ECA,ILW113,26.77245,-80.02535,2016,2021,Y,
DEP ECA,ILW114,26.69742,-80.03040,2016,2021,Y,
DEP ECA,ILW115,26.70405,-80.03025,2016,2021,Y,
DEP ECA,ILW116,26.72168,-80.03150,2016,2021,Y,
DEP ECA,ILW117,26.69870,-80.01652,2016,2021,Y,
DEP ECA,ILW118,26.69683,-80.03033,2016,2021,Y,
DEP ECA,ILW119,26.69947,-80.03013,2016,2021,Y,
DEP ECA,BOY090,26.54417,-80.04057,2016,2021,Y,
DEP ECA,BOY091,26.54502,-80.03560,2016,2021,Y,
DEP ECA,BOY092,26.54954,-80.04058,2016,2021,Y,
DEP ECA,BOY093,26.54051,-80.04058,2016,2021,Y,
DEP ECA,BOY094,26.56462,-80.02833,2016,2021,Y,
DEP ECA,BOY095,26.48942,-80.03825,2016,2021,Y,
DEP ECA,BOY096,26.58862,-80.02467,2016,2021,Y,
DEP ECA,BOY097,26.50847,-80.03367,2016,2021,Y,
DEP ECA,BOY098,26.42242,-80.05043,2016,2021,Y,
DEP ECA,BOY099,26.44222,-80.04742,2016,2021,Y,
DEP ECA,BOY100,26.60867,-80.02317,2016,2021,Y,
DEP ECA,BOY101,26.55160,-80.03083,2016,2021,Y,
DEP ECA,BOC070,26.33576,-80.06939,2016,2021,Y,
DEP ECA,BOC071,26.34027,-80.06939,2016,2021,Y,
